Permissions,FEAT_LABEL
"['android.permission.INTERNET', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.CAMERA', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_PRIVILEGED_PHONE_STATE']",scam
"['android.permission.GET_TASKS', 'com.htc.launcher.permission.UPDATE_SHORTCUT', 'android.permission.READ_PHONE_STATE', 'com.coloros.mcs.permission.RECIEVE_MCS_MESSAGE', 'im.czepdgxadm.messenger.permission.MAPS_RECEIVE', 'android.permission.CAMERA', 'android.permission.USE_FINGERPRINT', 'com.oppo.launcher.permission.READ_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.BROADCAST_PACKAGE_ADDED', 'com.majeur.launcher.permission.UPDATE_BADGE', 'com.sec.android.provider.badge.permission.WRITE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_PRIVILEGED_PHONE_STATE', 'android.permission.WRITE_CALL_LOG', 'im.czepdgxadm.messenger.permission.MIPUSH_RECEIVE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.BROADCAST_PACKAGE_REPLACED', 'android.permission.PROCESS_OUTGOING_CALLS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.INSTALL_SHORTCUT', 'android.permission.CALL_PHONE', 'android.permission.BROADCAST_PACKAGE_CHANGED', 'android.permission.READ_CALL_LOG', 'android.permission.READ_SYNC_SETTINGS', 'me.everything.badger.permission.BADGE_COUNT_WRITE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.huawei.android.launcher.permission.CHANGE_BADGE', 'android.permission.READ_CONTACTS', 'android.permission.VIBRATE', 'com.sonyericsson.home.permission.BROADCAST_BADGE', 'android.permission.READ_LOGS', 'android.permission.BROADCAST_PACKAGE_INSTALL', 'com.huawei.android.launcher.permission.READ_SETTINGS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.BLUETOOTH', 'android.permission.AUTHENTICATE_ACCOUNTS', 'android.permission.INTERNET', 'android.permission.GET_ACCOUNTS', 'com.htc.launcher.permission.READ_SETTINGS', 'android.permission.WRITE_SYNC_SETTINGS', 'android.permission.READ_APP_BADGE', 'me.everything.badger.permission.BADGE_COUNT_READ', 'android.permission.READ_PROFILE', 'com.huawei.android.launcher.permission.WRITE_SETTINGS', 'com.heytap.mcs.permission.RECIEVE_MCS_MESSAGE', 'android.permission.ACCESS_COARSE_LOCATION', 'com.anddoes.launcher.permission.UPDATE_COUNT', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ANSWER_PHONE_CALLS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'com.android.launcher.permission.UNINSTALL_SHORTCUT', 'android.permission.FLASHLIGHT', 'android.permission.ACCESS_NOTIFICATION_POLICY', 'com.sonymobile.home.permission.PROVIDER_INSERT_BADGE', 'android.permission.READ_MEDIA_IMAGES', 'android.permission.WRITE_SECURE_SETTINGS', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.REORDER_TASKS', 'com.oppo.launcher.permission.WRITE_SETTINGS', 'android.permission.MANAGE_ACCOUNTS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_CONTACTS', 'android.permission.MANAGE_OWN_CALLS', 'com.sec.android.provider.badge.permission.READ', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.FOREGROUND_SERVICE']",scam
"['com.suxun.im.permission.C2D_MESSAGE', 'com.coloros.mcs.permission.RECIEVE_MCS_MESSAGE', 'com.meizu.flyme.push.permission.RECEIVE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.meizu.c2dm.permission.RECEIVE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.INTERNET', 'com.suxun.im.push.permission.MESSAGE', 'android.permission.RECORD_AUDIO', 'android.permission.WRITE_CONTACTS', 'com.suxun.im.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION', 'android.permission.ACCESS_NETWORK_STATE', 'com.suxun.im.permission.MIPUSH_RECEIVE', 'android.permission.CAMERA', 'com.suxun.im.permission.PROCESS_PUSH_MSG', 'com.heytap.mcs.permission.RECIEVE_MCS_MESSAGE', 'com.huawei.android.launcher.permission.CHANGE_BADGE', 'android.permission.POST_NOTIFICATIONS', 'com.meizu.flyme.permission.PUSH', 'com.suxun.im.permission.PUSH_PROVIDER', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'com.hihonor.push.permission.READ_PUSH_NOTIFICATION_INFO']",scam
"['android.permission.GET_TASKS', 'com.meizu.flyme.push.permission.RECEIVE', 'com.htc.launcher.permission.UPDATE_SHORTCUT', 'android.permission.READ_PHONE_STATE', 'com.coloros.mcs.permission.RECIEVE_MCS_MESSAGE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.CAMERA', 'android.permission.WRITE_SETTINGS', 'com.oppo.launcher.permission.READ_SETTINGS', 'android.permission.FLASHLIGHT', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.CHANGE_CONFIGURATION', 'com.sec.android.provider.badge.permission.WRITE', 'android.permission.WRITE_CALL_LOG', 'android.permission.READ_PRIVILEGED_PHONE_STATE', 'com.majeur.launcher.permission.UPDATE_BADGE', 'com.UhwhRSemxry.xSyCqWvL.push.permission.MESSAGE', 'android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.CALL_PHONE', 'android.permission.READ_CALL_LOG', 'me.everything.badger.permission.BADGE_COUNT_WRITE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.huawei.android.launcher.permission.CHANGE_BADGE', 'com.UhwhRSemxry.xSyCqWvL.permission.MIPUSH_RECEIVE', 'android.permission.VIBRATE', 'com.sonyericsson.home.permission.BROADCAST_BADGE', 'com.UhwhRSemxry.xSyCqWvL.permission.C2D_MESSAGE', 'com.huawei.android.launcher.permission.READ_SETTINGS', 'android.permission.SYSTEM_ALERT_WINDOW', 'com.UhwhRSemxry.xSyCqWvL.permission.RECEIVE_MSG', 'android.permission.INTERNET', 'com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA', 'com.htc.launcher.permission.READ_SETTINGS', 'android.permission.READ_APP_BADGE', 'me.everything.badger.permission.BADGE_COUNT_READ', 'com.heytap.mcs.permission.RECIEVE_MCS_MESSAGE', 'com.huawei.android.launcher.permission.WRITE_SETTINGS', 'com.anddoes.launcher.permission.UPDATE_COUNT', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ANSWER_PHONE_CALLS', 'com.meizu.c2dm.permission.RECEIVE', 'com.UhwhRSemxry.xSyCqWvL.permission.PUSH_PROVIDER', 'com.sonymobile.home.permission.PROVIDER_INSERT_BADGE', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'com.oppo.launcher.permission.WRITE_SETTINGS', 'android.permission.DISABLE_KEYGUARD', 'android.permission.ACCESS_NETWORK_STATE', 'com.UhwhRSemxry.xSyCqWvL.permission.PROCESS_PUSH_MSG', 'com.sec.android.provider.badge.permission.READ', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.FOREGROUND_SERVICE']",scam
"['com.suxun.im.permission.C2D_MESSAGE', 'com.coloros.mcs.permission.RECIEVE_MCS_MESSAGE', 'com.meizu.flyme.push.permission.RECEIVE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.meizu.c2dm.permission.RECEIVE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.INTERNET', 'com.suxun.im.push.permission.MESSAGE', 'android.permission.RECORD_AUDIO', 'android.permission.WRITE_CONTACTS', 'com.suxun.im.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION', 'android.permission.ACCESS_NETWORK_STATE', 'com.suxun.im.permission.MIPUSH_RECEIVE', 'android.permission.CAMERA', 'com.suxun.im.permission.PROCESS_PUSH_MSG', 'com.heytap.mcs.permission.RECIEVE_MCS_MESSAGE', 'com.huawei.android.launcher.permission.CHANGE_BADGE', 'android.permission.POST_NOTIFICATIONS', 'com.meizu.flyme.permission.PUSH', 'com.suxun.im.permission.PUSH_PROVIDER', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'com.hihonor.push.permission.READ_PUSH_NOTIFICATION_INFO']",scam
"['android.permission.READ_PHONE_STATE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.CAMERA', 'android.permission.WRITE_SETTINGS', 'android.permission.FLASHLIGHT', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_MEDIA_VIDEO', 'com.vivo.notification.permission.BADGE_ICON', 'com.asus.msa.SupplementaryDID.ACCESS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.huawei.android.launcher.permission.CHANGE_BADGE', 'android.permission.VIBRATE', 'android.permission.READ_LOGS', 'android.permission.INTERNET', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_MEDIA_VISUAL_USER_SELECTED', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_MEDIA_IMAGES', 'android.permission.INSTALL_PACKAGES', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CHANGE_NETWORK_STATE']",scam
"['android.permission.INTERNET', 'android.permission.REORDER_TASKS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_CONTACTS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.READ_SMS', 'android.permission.READ_EXTERNAL_STORAGE']",scam
"['android.permission.READ_MEDIA_IMAGES', 'android.permission.READ_MEDIA_VIDEO', 'android.permission.READ_MEDIA_AUDIO', 'android.permission.INTERNET', 'com.lmwxtgxs.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION', 'android.permission.READ_MEDIA_VISUAL_USER_SELECTED', 'android.permission.CAMERA', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_EXTERNAL_STORAGE']",scam
"['android.permission.READ_PHONE_STATE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.CAMERA', 'android.permission.WRITE_SETTINGS', 'android.permission.FLASHLIGHT', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_MEDIA_VIDEO', 'com.vivo.notification.permission.BADGE_ICON', 'com.asus.msa.SupplementaryDID.ACCESS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.huawei.android.launcher.permission.CHANGE_BADGE', 'android.permission.VIBRATE', 'android.permission.READ_LOGS', 'android.permission.INTERNET', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_MEDIA_VISUAL_USER_SELECTED', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_MEDIA_IMAGES', 'android.permission.INSTALL_PACKAGES', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CHANGE_NETWORK_STATE']",scam
"['android.permission.READ_PHONE_STATE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.CAMERA', 'android.permission.WRITE_SETTINGS', 'android.permission.FLASHLIGHT', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_MEDIA_VIDEO', 'com.vivo.notification.permission.BADGE_ICON', 'com.asus.msa.SupplementaryDID.ACCESS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.huawei.android.launcher.permission.CHANGE_BADGE', 'android.permission.VIBRATE', 'android.permission.READ_LOGS', 'android.permission.INTERNET', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_MEDIA_VISUAL_USER_SELECTED', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_MEDIA_IMAGES', 'android.permission.INSTALL_PACKAGES', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CHANGE_NETWORK_STATE']",scam
"['im.jrlmxiohyo.messenger.permission.MIPUSH_RECEIVE', 'android.permission.GET_TASKS', 'com.htc.launcher.permission.UPDATE_SHORTCUT', 'android.permission.READ_PHONE_STATE', 'com.coloros.mcs.permission.RECIEVE_MCS_MESSAGE', 'android.permission.CAMERA', 'android.permission.USE_FINGERPRINT', 'com.oppo.launcher.permission.READ_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.BROADCAST_PACKAGE_ADDED', 'com.majeur.launcher.permission.UPDATE_BADGE', 'com.sec.android.provider.badge.permission.WRITE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_PRIVILEGED_PHONE_STATE', 'android.permission.WRITE_CALL_LOG', 'android.permission.FLASHLIGHT', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.BROADCAST_PACKAGE_REPLACED', 'android.permission.PROCESS_OUTGOING_CALLS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.INSTALL_SHORTCUT', 'android.permission.CALL_PHONE', 'android.permission.BROADCAST_PACKAGE_CHANGED', 'android.permission.READ_CALL_LOG', 'android.permission.READ_SYNC_SETTINGS', 'me.everything.badger.permission.BADGE_COUNT_WRITE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.huawei.android.launcher.permission.CHANGE_BADGE', 'android.permission.READ_CONTACTS', 'android.permission.VIBRATE', 'com.sonyericsson.home.permission.BROADCAST_BADGE', 'android.permission.READ_LOGS', 'android.permission.BROADCAST_PACKAGE_INSTALL', 'com.huawei.android.launcher.permission.READ_SETTINGS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.BLUETOOTH', 'android.permission.AUTHENTICATE_ACCOUNTS', 'android.permission.INTERNET', 'android.permission.GET_ACCOUNTS', 'com.htc.launcher.permission.READ_SETTINGS', 'android.permission.WRITE_SYNC_SETTINGS', 'android.permission.READ_APP_BADGE', 'me.everything.badger.permission.BADGE_COUNT_READ', 'android.permission.READ_PROFILE', 'com.huawei.android.launcher.permission.WRITE_SETTINGS', 'com.heytap.mcs.permission.RECIEVE_MCS_MESSAGE', 'android.permission.ACCESS_COARSE_LOCATION', 'com.anddoes.launcher.permission.UPDATE_COUNT', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'android.permission.ACCESS_WIFI_STATE', 'im.jrlmxiohyo.messenger.permission.MAPS_RECEIVE', 'android.permission.ANSWER_PHONE_CALLS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_BOOT_COMPLETED', 'com.android.launcher.permission.UNINSTALL_SHORTCUT', 'android.permission.ACCESS_NOTIFICATION_POLICY', 'com.sonymobile.home.permission.PROVIDER_INSERT_BADGE', 'android.permission.WRITE_SECURE_SETTINGS', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.REORDER_TASKS', 'com.oppo.launcher.permission.WRITE_SETTINGS', 'android.permission.MANAGE_ACCOUNTS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_CONTACTS', 'android.permission.MANAGE_OWN_CALLS', 'com.sec.android.provider.badge.permission.READ', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.FOREGROUND_SERVICE']",scam
"['android.permission.READ_MEDIA_AUDIO', 'android.permission.READ_PHONE_STATE', 'android.permission.CAMERA', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.MANAGE_EXTERNAL_STORAGE', 'freemme.permission.msa', 'android.permission.READ_MEDIA_VIDEO', 'android.permission.QUERY_ALL_PACKAGES', 'com.asus.msa.SupplementaryDID.ACCESS', 'android.permission.REQUEST_DELETE_PACKAGES', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.VIBRATE', 'android.permission.INTERNET', 'android.permission.WRITE_MEDIA_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_MEDIA_IMAGES', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.FOREGROUND_SERVICE']",scam
"['android.permission.GET_TASKS', 'android.permission.DOWNLOAD_WITHOUT_NOTIFICATION', 'android.permission.READ_PHONE_STATE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.CAMERA', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'freemme.permission.msa', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.QUERY_ALL_PACKAGES', 'com.asus.msa.SupplementaryDID.ACCESS', 'android.permission.REQUEST_DELETE_PACKAGES', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.READ_PHONE_NUMBERS', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.READ_CONTACTS', 'android.permission.PACKAGE_USAGE_STATS', 'android.permission.VIBRATE', 'android.permission.READ_LOGS', 'android.permission.BLUETOOTH_ADMIN', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.BLUETOOTH', 'android.permission.INTERNET', 'android.permission.GET_ACCOUNTS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.RECEIVE_USER_PRESENT', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.REORDER_TASKS', 'android.permission.ACCESS_DOWNLOAD_MANAGER', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.FOREGROUND_SERVICE']",scam
"['android.permission.READ_MEDIA_IMAGES', 'android.permission.READ_MEDIA_VIDEO', 'android.permission.VIDEO_CAPTURE', 'android.permission.READ_MEDIA_AUDIO', 'android.permission.INTERNET', 'android.permission.READ_EXTERNAL_STORAGE', 'com.hxjt2tx.app.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION', 'android.permission.CAMERA', 'android.permission.RECORD_AUDIO', 'android.permission.AUDIO_CAPTURE']",scam
"['android.permission.READ_MEDIA_IMAGES', 'android.permission.READ_MEDIA_VIDEO', 'android.permission.READ_MEDIA_AUDIO', 'android.permission.INTERNET', 'com.feifeistore.feifeidaohang.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION', 'android.permission.READ_PHONE_STATE', 'android.permission.CAMERA', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.WAKE_LOCK', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.FOREGROUND_SERVICE']",scam
"['android.permission.GET_TASKS', 'im.mzzvdbitag.messenger.permission.MAPS_RECEIVE', 'com.htc.launcher.permission.UPDATE_SHORTCUT', 'android.permission.READ_PHONE_STATE', 'com.coloros.mcs.permission.RECIEVE_MCS_MESSAGE', 'android.permission.CAMERA', 'android.permission.USE_FINGERPRINT', 'com.oppo.launcher.permission.READ_SETTINGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.BROADCAST_PACKAGE_ADDED', 'com.majeur.launcher.permission.UPDATE_BADGE', 'com.sec.android.provider.badge.permission.WRITE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_PRIVILEGED_PHONE_STATE', 'android.permission.FLASHLIGHT', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.BROADCAST_PACKAGE_REPLACED', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.INSTALL_SHORTCUT', 'android.permission.BROADCAST_PACKAGE_CHANGED', 'android.permission.CALL_PHONE', 'android.permission.READ_SYNC_SETTINGS', 'me.everything.badger.permission.BADGE_COUNT_WRITE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.huawei.android.launcher.permission.CHANGE_BADGE', 'android.permission.READ_CONTACTS', 'android.permission.VIBRATE', 'com.sonyericsson.home.permission.BROADCAST_BADGE', 'android.permission.READ_LOGS', 'android.permission.BROADCAST_PACKAGE_INSTALL', 'com.huawei.android.launcher.permission.READ_SETTINGS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.BLUETOOTH', 'android.permission.AUTHENTICATE_ACCOUNTS', 'android.permission.INTERNET', 'android.permission.FOREGROUND_SERVICE', 'android.permission.GET_ACCOUNTS', 'com.htc.launcher.permission.READ_SETTINGS', 'android.permission.WRITE_SYNC_SETTINGS', 'android.permission.READ_APP_BADGE', 'me.everything.badger.permission.BADGE_COUNT_READ', 'android.permission.READ_PROFILE', 'com.huawei.android.launcher.permission.WRITE_SETTINGS', 'com.heytap.mcs.permission.RECIEVE_MCS_MESSAGE', 'android.permission.ACCESS_COARSE_LOCATION', 'com.anddoes.launcher.permission.UPDATE_COUNT', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_BOOT_COMPLETED', 'com.android.launcher.permission.UNINSTALL_SHORTCUT', 'com.sonymobile.home.permission.PROVIDER_INSERT_BADGE', 'android.permission.CHANGE_NETWORK_STATE', 'im.mzzvdbitag.messenger.permission.MIPUSH_RECEIVE', 'android.permission.REORDER_TASKS', 'com.oppo.launcher.permission.WRITE_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_CONTACTS', 'android.permission.MANAGE_OWN_CALLS', 'com.sec.android.provider.badge.permission.READ', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.MANAGE_ACCOUNTS']",scam
"['com.meizu.flyme.push.permission.RECEIVE', 'android.permission.READ_PHONE_STATE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.CAMERA', 'android.permission.USE_FINGERPRINT', 'android.permission.FLASHLIGHT', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.SYSTEM_OVERLAY_WINDOW', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.BLUETOOTH_PRIVILEGED', 'android.permission.CALL_PHONE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS', 'android.permission.INTERACT_ACROSS_USERS_FULL', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.lakala.android.permission.PUSH_PROVIDER', 'android.permission.VIBRATE', 'android.permission.BLUETOOTH_ADMIN', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.BLUETOOTH', 'com.lakala.android.permission.C2D_MESSAGE', 'android.permission.INTERNET', 'android.permission.CHANGE_WIFI_MULTICAST_STATE', 'com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA', 'com.lakala.android.push.permission.MESSAGE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.USE_BIOMETRIC', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'com.meizu.c2dm.permission.RECEIVE', 'com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE', 'com.lakala.android.permission.PROCESS_PUSH_MSG', 'com.lakala.android.permission.MIPUSH_RECEIVE', 'android.permission.DISABLE_KEYGUARD', 'android.permission.ACCESS_NETWORK_STATE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.FOREGROUND_SERVICE']",scam
"['android.permission.GET_TASKS', 'com.meizu.flyme.push.permission.RECEIVE', 'com.htc.launcher.permission.UPDATE_SHORTCUT', 'android.permission.READ_PHONE_STATE', 'com.coloros.mcs.permission.RECIEVE_MCS_MESSAGE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.CAMERA', 'android.permission.WRITE_SETTINGS', 'com.oppo.launcher.permission.READ_SETTINGS', 'android.permission.FLASHLIGHT', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.CHANGE_CONFIGURATION', 'com.sec.android.provider.badge.permission.WRITE', 'android.permission.WRITE_CALL_LOG', 'android.permission.READ_PRIVILEGED_PHONE_STATE', 'com.majeur.launcher.permission.UPDATE_BADGE', 'com.iGBTzYApSAjHMDTS.fVwfhmyNo.permission.PROCESS_PUSH_MSG', 'android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.CHANGE_WIFI_STATE', 'com.iGBTzYApSAjHMDTS.fVwfhmyNo.push.permission.MESSAGE', 'android.permission.CALL_PHONE', 'android.permission.READ_CALL_LOG', 'me.everything.badger.permission.BADGE_COUNT_WRITE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.huawei.android.launcher.permission.CHANGE_BADGE', 'android.permission.VIBRATE', 'com.sonyericsson.home.permission.BROADCAST_BADGE', 'com.huawei.android.launcher.permission.READ_SETTINGS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.INTERNET', 'com.iGBTzYApSAjHMDTS.fVwfhmyNo.permission.PUSH_PROVIDER', 'com.iGBTzYApSAjHMDTS.fVwfhmyNo.permission.RECEIVE_MSG', 'com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA', 'com.htc.launcher.permission.READ_SETTINGS', 'android.permission.READ_APP_BADGE', 'me.everything.badger.permission.BADGE_COUNT_READ', 'com.heytap.mcs.permission.RECIEVE_MCS_MESSAGE', 'com.huawei.android.launcher.permission.WRITE_SETTINGS', 'com.anddoes.launcher.permission.UPDATE_COUNT', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ANSWER_PHONE_CALLS', 'com.meizu.c2dm.permission.RECEIVE', 'com.iGBTzYApSAjHMDTS.fVwfhmyNo.permission.C2D_MESSAGE', 'com.sonymobile.home.permission.PROVIDER_INSERT_BADGE', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'com.iGBTzYApSAjHMDTS.fVwfhmyNo.permission.MIPUSH_RECEIVE', 'com.oppo.launcher.permission.WRITE_SETTINGS', 'android.permission.DISABLE_KEYGUARD', 'android.permission.ACCESS_NETWORK_STATE', 'com.sec.android.provider.badge.permission.READ', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.FOREGROUND_SERVICE']",scam
"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",scam
